#,Word,Link,POS,POS_Desc,Category
347,Central America,https://www.handspeak.com/word/c/central-america.mp4,NNP,"proper noun, singular",Country
348,Central and South America,https://www.handspeak.com/word/c/central-south-america.mp4,NNP,"proper noun, singular",Country
349,certificate,https://www.handspeak.com/word/c/certificate.mp4,NN,"noun, singular",
350,chair,https://www.handspeak.com/word/c/chair.mp4,NN,"noun, singular",
351,chair (meeting),https://www.handspeak.com/word/c/chair-meeting.mp4,NN,"noun, singular",
352,chain,https://www.handspeak.com/word/c/chain.mp4,NN,"noun, singular",
353,challenge,https://www.handspeak.com/word/c/challenge.mp4,NN,"noun, singular",
354,champagne,https://www.handspeak.com/word/c/champagne.mp4,NN,"noun, singular",Food
355,champion,https://www.handspeak.com/word/c/champion.mp4,NN,"noun, singular",
356,chance,https://www.handspeak.com/word/c/chance.mp4,NN,"noun, singular",
357,change,https://www.handspeak.com/word/c/change.mp4,NN,"noun, singular",
358,tweak,https://www.handspeak.com/word/t/tweak.mp4,NN,"noun, singular",
359,chaos,https://www.handspeak.com/word/c/chaos.mp4,NN,"noun, singular",
360,characteristic,https://www.handspeak.com/word/c/characteristic.mp4,JJ,adjective,
361,character,https://www.handspeak.com/word/c/character-role.mp4,NN,"noun, singular",
362,charge,https://www.handspeak.com/word/c/charge.mp4,NN,"noun, singular",
363,chase,https://www.handspeak.com/word/c/chase.mp4,NN,"noun, singular",
364,chat,https://www.handspeak.com/word/c/chat-conversation.mp4,NN,"noun, singular",
365,chatty,https://www.handspeak.com/word/c/chat2.mp4,NN,"noun, singular",
366,cheap,https://www.handspeak.com/word/c/cheap.mp4,NN,"noun, singular",
367,cheat,https://www.handspeak.com/word/c/cheat-ca.mp4,NN,"noun, singular",
368,bogus,https://www.handspeak.com/word/b/bogus.mp4,NN,"noun, singular",
369,tumor,https://www.handspeak.com/word/t/tumor-fs.mp4,NN,"noun, singular",
370,cheat on,https://www.handspeak.com/word/c/cheat-on.mp4,NN,"noun, singular",
371,check mark,https://www.handspeak.com/word/c/check-mark2.mp4,NN,"noun, singular",
372,checkout,https://www.handspeak.com/word/c/checkout.mp4,NN,"noun, singular",
373,check,https://www.handspeak.com/word/c/check.mp4,NN,"noun, singular",
374,cheerleading,https://www.handspeak.com/word/c/cheerlead.mp4,VBG,"verb, gerund/present participle",
375,cheese,https://www.handspeak.com/word/c/cheese.mp4,NN,"noun, singular",Food
376,cheetah,https://www.handspeak.com/word/c/cheetah.mp4,NN,"noun, singular",animal
377,revere,https://www.handspeak.com/word/r/revere.mp4,RB,adverb very,
378,cherry,https://www.handspeak.com/word/c/cherry.mp4,NN,"noun, singular",Food
379,cheque (check),https://www.handspeak.com/word/c/cheque.mp4,NN,"noun, singular",
380,invoice,https://www.handspeak.com/word/i/invoice-fs.mp4,NN,"noun, singular",
381,chew,https://www.handspeak.com/word/c/chew.mp4,NN,"noun, singular",
382,chicken,https://www.handspeak.com/word/c/chicken.mp4,NN,"noun, singular",animal
383,child,https://www.handspeak.com/word/c/child.mp4,NN,"noun, singular",
384,children,https://www.handspeak.com/word/c/children.mp4,NNS,noun plural,
385,China,https://www.handspeak.com/word/c/china.mp4,NNP,"proper noun, singular",Country
386,chocolate,https://www.handspeak.com/word/c/chocolate.mp4,NN,"noun, singular",Food
387,recipe for disaster,https://www.handspeak.com/word/r/recipe-for-disaster.mp4,NN,"noun, singular",
388,choice,https://www.handspeak.com/word/c/choice.mp4,NN,"noun, singular",
389,Christ,https://www.handspeak.com/word/c/christ.mp4,NN,"noun, singular",
390,Christmas,https://www.handspeak.com/word/c/christmas.mp4,NN,"noun, singular",
391,Christmas lights,https://www.handspeak.com/word/c/christmas-lights.mp4,NNP,"proper noun, singular",
392,chubby,https://www.handspeak.com/word/c/chubby.mp4,NN,"noun, singular",
393,church,https://www.handspeak.com/word/c/church.mp4,NN,"noun, singular",
394,cigar,https://www.handspeak.com/word/c/cigar.mp4,NN,"noun, singular",
395,cigarette,https://www.handspeak.com/word/c/cigarette.mp4,NN,"noun, singular",
396,circle,https://www.handspeak.com/word/c/circle.mp4,NN,"noun, singular",
397,clam,https://www.handspeak.com/word/c/clam.mp4,NN,"noun, singular",Food
398,class,https://www.handspeak.com/word/c/class.mp4,NN,"noun, singular",Education
399,emergency,https://www.handspeak.com/word/e/emergency.mp4,NN,"noun, singular",Health
400,clean up,https://www.handspeak.com/word/c/clean-up.mp4,VB,"verb, base form",
401,clear,https://www.handspeak.com/word/c/clear.mp4,JJ,adjective,
402,"Clerc, Laurent",https://www.handspeak.com/word/c/clerc-laurent.mp4,NNP,"proper noun, singular",Education
403,clickbait,https://www.handspeak.com/word/c/clickbait-tempt.mp4,NN,"noun, singular",
404,click,https://www.handspeak.com/word/c/click-fs.mp4,NN,"noun, singular",
405,climb,https://www.handspeak.com/word/c/climb.mp4,NN,"noun, singular",
406,covet,https://www.handspeak.com/word/c/covet.mp4,NN,"noun, singular",
407,close (shut),https://www.handspeak.com/word/c/close-hour.mp4,RB,adverb very,
408,close (feeling),https://www.handspeak.com/word/c/close-emotion.mp4,RB,adverb very,
409,clothes,https://www.handspeak.com/word/c/clothes.mp4,NNS,noun plural,
410,clothe,https://www.handspeak.com/word/c/clothe.mp4,NN,"noun, singular",
411,cloud,https://www.handspeak.com/word/c/cloud.mp4,NN,"noun, singular",
412,clown,https://www.handspeak.com/word/c/clown.mp4,NN,"noun, singular",
413,coat,https://www.handspeak.com/word/c/coat.mp4,NN,"noun, singular",
414,cocaine,https://www.handspeak.com/word/c/cocaine.mp4,NN,"noun, singular",Health
415,coffee,https://www.handspeak.com/word/c/coffee.mp4,NN,"noun, singular",Food
416,cold,https://www.handspeak.com/word/c/cold-brr.mp4,NN,"noun, singular",Health
417,cold (flu),https://www.handspeak.com/word/c/cold-flu.mp4,NN,"noun, singular",Health
418,college,https://www.handspeak.com/word/c/college.mp4,NN,"noun, singular",Education
419,college preperatory,https://www.handspeak.com/word/c/college-preperatory.mp4,NN,"noun, singular",Education
420,color,https://www.handspeak.com/word/c/color.mp4,NN,"noun, singular",
421,colorful,https://www.handspeak.com/word/c/colorful.mp4,NN,"noun, singular",
422,comb,https://www.handspeak.com/word/c/comb.mp4,NN,"noun, singular",
423,combine,https://www.handspeak.com/word/c/combine.mp4,NN,"noun, singular",
424,come,https://www.handspeak.com/word/c/come.mp4,VB,"verb, base form",
425,come here,https://www.handspeak.com/word/c/come-here.mp4,NN,"noun, singular",
426,comfortable,https://www.handspeak.com/word/c/comfortable.mp4,JJ,adjective,
427,commit,https://www.handspeak.com/word/c/commit.mp4,NN,"noun, singular",
428,command,https://www.handspeak.com/word/c/command.mp4,NN,"noun, singular",
429,commando,https://www.handspeak.com/word/c/commando.mp4,NN,"noun, singular",
430,comment,https://www.handspeak.com/word/c/comment.mp4,NN,"noun, singular",
431,committee,https://www.handspeak.com/word/c/committee.mp4,NN,"noun, singular",
432,common,https://www.handspeak.com/word/c/common.mp4,JJ,adjective,
433,uncommon,https://www.handspeak.com/word/u/uncommon.mp4,JJ,adjective,
434,common sense,https://www.handspeak.com/word/c/common-sense.mp4,JJ,adjective,
435,communicate,https://www.handspeak.com/word/c/communication.mp4,NN,"noun, singular",
436,communism,https://www.handspeak.com/word/c/communist.mp4,NN,"noun, singular",
437,totalitarian,https://www.handspeak.com/word/t/totalitarian.mp4,JJ,adjective,
438,twitter,https://www.handspeak.com/word/t/twitter-plu.mp4,NN,"noun, singular",
439,community,https://www.handspeak.com/word/c/community.mp4,NN,"noun, singular",
440,company,https://www.handspeak.com/word/c/company-co.mp4,NN,"noun, singular",
441,thrombus,https://www.handspeak.com/word/t/thrombus.mp4,NN,"noun, singular",Health
442,compete,https://www.handspeak.com/word/c/compete.mp4,NN,"noun, singular",
443,complain,https://www.handspeak.com/word/c/complain.mp4,NN,"noun, singular",
444,veritable,https://www.handspeak.com/word/v/veritable.mp4,JJ,adjective,
445,complete,https://www.handspeak.com/word/c/complete-finish.mp4,JJ,adjective,
446,complex,https://www.handspeak.com/word/c/complex.mp4,JJ,adjective,
447,complicated,https://www.handspeak.com/word/c/complicate-isl.mp4,VBN,"verb, past participle",
448,composition (art or design),https://www.handspeak.com/word/c/composition-art.mp4,NN,"noun, singular",
449,computer,https://www.handspeak.com/word/c/computer-arm.mp4,NN,"noun, singular",
450,computer science,https://www.handspeak.com/word/c/computer-science.mp4,NN,"noun, singular",
451,computer information systems,https://www.handspeak.com/word/c/computer-info-systems.mp4,NN,"noun, singular",
452,computer engineering,https://www.handspeak.com/word/c/computer-engineering.mp4,NN,"noun, singular",
453,conceited,https://www.handspeak.com/word/c/conceited.mp4,VBN,"verb, past participle",
454,arrogant,https://www.handspeak.com/word/a/arrogant.mp4,JJ,adjective,
455,concept,https://www.handspeak.com/word/c/concept.mp4,NN,"noun, singular",
456,concerned,https://www.handspeak.com/word/c/concern.mp4,JJ,adjective,
457,conditions,https://www.handspeak.com/word/c/conditions.mp4,NNS,noun plural,
458,condom,https://www.handspeak.com/word/c/condom.mp4,NN,"noun, singular",Health
459,confess,https://www.handspeak.com/word/c/confess.mp4,NN,"noun, singular",
460,confident,https://www.handspeak.com/word/c/confident.mp4,NN,"noun, singular",
461,confidential,https://www.handspeak.com/word/c/confidential.mp4,NN,"noun, singular",
462,conflict,https://www.handspeak.com/word/c/conflict.mp4,NN,"noun, singular",
463,confused,https://www.handspeak.com/word/c/confused.mp4,VBN,"verb, past participle",
464,congratulation,https://www.handspeak.com/word/c/congratulation.mp4,NN,"noun, singular",
465,Congress,https://www.handspeak.com/word/c/congress-wfd.mp4,NNP,"proper noun, singular",
466,connect,https://www.handspeak.com/word/c/connect.mp4,NN,"noun, singular",
467,conscious,https://www.handspeak.com/word/c/conscious.mp4,JJ,adjective,
468,consider,https://www.handspeak.com/word/c/consider.mp4,VB,"verb, base form",
469,constitution,https://www.handspeak.com/word/c/constitution.mp4,NN,"noun, singular",
470,construct,https://www.handspeak.com/word/c/construct.mp4,NN,"noun, singular",
471,continents,https://www.handspeak.com/word/c/continents.mp4,NNS,noun plural,Country
472,continue,https://www.handspeak.com/word/c/continue.mp4,NN,"noun, singular",
473,contract,https://www.handspeak.com/word/c/contract.mp4,NN,"noun, singular",
474,control,https://www.handspeak.com/word/c/control.mp4,NN,"noun, singular",
475,cook,https://www.handspeak.com/word/c/cook.mp4,NN,"noun, singular",
476,cookie,https://www.handspeak.com/word/c/cookie.mp4,NN,"noun, singular",
477,cool off,https://www.handspeak.com/word/c/cool-off.mp4,NN,"noun, singular",
478,cool (neat),https://www.handspeak.com/word/c/cool-neat.mp4,NN,"noun, singular",
479,cooperate,https://www.handspeak.com/word/c/cooperate-cir.mp4,NN,"noun, singular",
480,cooperative,https://www.handspeak.com/word/c/cooperative.mp4,NN,"noun, singular",
481,coordinate,https://www.handspeak.com/word/c/coordinate.mp4,NN,"noun, singular",
482,copyediting,https://www.handspeak.com/word/c/copyediting.mp4,VBG,"verb, gerund/present participle",
483,copycat,https://www.handspeak.com/word/c/copy-imitate.mp4,NN,"noun, singular",
484,photocopy,https://www.handspeak.com/word/c/photocopy.mp4,NN,"noun, singular",
485,copywriting,https://www.handspeak.com/word/c/copywriting.mp4,VBG,"verb, gerund/present participle",
486,copyright,https://www.handspeak.com/word/c/copyright.mp4,NN,"noun, singular",
487,compose,https://www.handspeak.com/word/c/compose-write.mp4,NN,"noun, singular",
488,cough,https://www.handspeak.com/word/c/cough.mp4,NN,"noun, singular",Health
489,cough syrup,https://www.handspeak.com/word/c/cough-syrup.mp4,NN,"noun, singular",Health
490,count,https://www.handspeak.com/word/c/count.mp4,NN,"noun, singular",
491,country,https://www.handspeak.com/word/c/country.mp4,NN,"noun, singular",
492,put up with,https://www.handspeak.com/word/p/putup-with.mp4,VB,"verb, base form",
493,courage,https://www.handspeak.com/word/c/courage.mp4,NN,"noun, singular",
494,course,https://www.handspeak.com/word/c/course-class.mp4,NN,"noun, singular",Education
495,court,https://www.handspeak.com/word/c/court-law.mp4,NN,"noun, singular",
496,cousin,https://www.handspeak.com/word/c/cousin.mp4,NN,"noun, singular",
497,racism,https://www.handspeak.com/word/r/racism.mp4,NN,"noun, singular",
498,cover,https://www.handspeak.com/word/c/cover.mp4,NN,"noun, singular",
499,bookcover,https://www.handspeak.com/word/b/bookcover.mp4,NN,"noun, singular",
500,cattle,https://www.handspeak.com/word/c/cattle.mp4,NNS,noun plural,animal
501,cow,https://www.handspeak.com/word/c/cow2.mp4,NN,"noun, singular",animal
502,cowboy,https://www.handspeak.com/word/c/cowboy.mp4,NN,"noun, singular",
503,crab,https://www.handspeak.com/word/c/crab.mp4,NN,"noun, singular",animal
504,cracker,https://www.handspeak.com/word/c/cracker-food.mp4,NN,"noun, singular",Food
505,crash,https://www.handspeak.com/word/c/crash-accident.mp4,NN,"noun, singular",
506,crawl,https://www.handspeak.com/word/c/crawl-baby.mp4,NN,"noun, singular",
507,insane,https://www.handspeak.com/word/i/insane.mp4,NN,"noun, singular",
508,crazy,https://www.handspeak.com/word/c/crazy2.mp4,NN,"noun, singular",
509,create,https://www.handspeak.com/word/c/create-make.mp4,NN,"noun, singular",
510,creative,https://www.handspeak.com/word/c/creative.mp4,JJ,adjective,
511,criticize,https://www.handspeak.com/word/c/criticize.mp4,VB,"verb, base form",
512,crown,https://www.handspeak.com/word/c/crown-royal.mp4,NN,"noun, singular",
513,cruel,https://www.handspeak.com/word/c/cruel.mp4,NN,"noun, singular",
514,snivel,https://www.handspeak.com/word/s/snivel.mp4,NN,"noun, singular",
515,sob (cry),https://www.handspeak.com/word/s/sob-hard.mp4,NN,"noun, singular",
516,snuffle,https://www.handspeak.com/word/s/snuffle.mp4,NN,"noun, singular",
517,crybaby,https://www.handspeak.com/word/c/crybaby.mp4,NN,"noun, singular",
518,physical,https://www.handspeak.com/word/p/physical.mp4,JJ,adjective,Health
519,culture,https://www.handspeak.com/word/c/culture.mp4,NN,"noun, singular",
520,pictographic,https://www.handspeak.com/word/p/pictographic.mp4,JJ,adjective,
521,cup,https://www.handspeak.com/word/c/cup.mp4,NN,"noun, singular",
522,curious,https://www.handspeak.com/word/c/curious.mp4,JJ,adjective,
523,self-centered,https://www.handspeak.com/word/s/self-centered.mp4,JJ,adjective,
524,self-obsessed,https://www.handspeak.com/word/s/self-centered2.mp4,JJ,adjective,
525,cut out,https://www.handspeak.com/word/c/cut-out.mp4,VBN,"verb, past participle",
526,cut down,https://www.handspeak.com/word/c/cut-down.mp4,VB,"verb, base form",
527,snip,https://www.handspeak.com/word/s/snip.mp4,NN,"noun, singular",
528,cute,https://www.handspeak.com/word/c/cute.mp4,NN,"noun, singular",
529,darling,https://www.handspeak.com/word/d/darling.mp4,VBG,"verb, gerund/present participle",
530,cycle,https://www.handspeak.com/word/c/cycle.mp4,NN,"noun, singular",
531,damage,https://www.handspeak.com/word/d/damage.mp4,NN,"noun, singular",
532,dance,https://www.handspeak.com/word/d/dance.mp4,NN,"noun, singular",
533,hazardous,https://www.handspeak.com/word/h/hazardous.mp4,JJ,adjective,
534,dangerous,https://www.handspeak.com/word/d/danger-us.mp4,JJ,adjective,
535,dark,https://www.handspeak.com/word/d/dark.mp4,NN,"noun, singular",
536,daughter,https://www.handspeak.com/word/d/daughter.mp4,NN,"noun, singular",
537,day,https://www.handspeak.com/word/d/day.mp4,NN,"noun, singular",
538,urinate,https://www.handspeak.com/word/u/urinate-pee.mp4,NN,"noun, singular",
539,deaf,https://www.handspeak.com/word/d/deaf.mp4,NN,"noun, singular",
540,Deaf world,https://www.handspeak.com/word/d/deaf-world.mp4,NNP,"proper noun, singular",
541,Deaf culture,https://www.handspeak.com/word/d/deaf-culture.mp4,JJ,adjective,
542,Deaf way,https://www.handspeak.com/word/d/deaf-way.mp4,NNP,"proper noun, singular",
543,debate,https://www.handspeak.com/word/d/debate.mp4,NN,"noun, singular",
544,debt,https://www.handspeak.com/word/d/debt-money.mp4,NN,"noun, singular",
545,decapitate,https://www.handspeak.com/word/d/decapitate.mp4,NN,"noun, singular",
546,decide,https://www.handspeak.com/word/d/decide.mp4,NN,"noun, singular",
547,decline,https://www.handspeak.com/word/d/decline-passup.mp4,NN,"noun, singular",
548,diminish,https://www.handspeak.com/word/d/diminish.mp4,NN,"noun, singular",
549,decrease,https://www.handspeak.com/word/d/decrease.mp4,NN,"noun, singular",
550,defend,https://www.handspeak.com/word/d/defend.mp4,NN,"noun, singular",
551,degree (college),https://www.handspeak.com/word/d/degree-college.mp4,NN,"noun, singular",Education
552,delay,https://www.handspeak.com/word/d/delay.mp4,NN,"noun, singular",
